TeamName,TeamID,Season,G,W,L,FGM,FGA,FG%,FGM3,FGA3,FG3%,FTM,FTA,FT%,OR,DR,Ast,TO,Stl,Blk,PF,OFGM,OFGA,OFGM3,OFGA3,OFTM,OFTA,OOR,ODR,OAst,OTO,OStl,OBlk,OPF
N Kentucky,1297,2017,32,22,10,827,1829,45.2159650082012,280,775,36.12903225806452,462,683,67.64275256222548,351,837,429,427,179,83,569,842,1903,210,641,405,571,298,767,382,381,191,134,591
N Kentucky,1297,2018,29,20,9,803,1688,47.57109004739336,231,667,34.63268365817091,386,529,72.96786389413988,264,771,464,357,205,92,532,695,1677,190,598,368,528,287,677,330,395,165,104,485
Navy,1298,2014,29,8,21,620,1563,39.667306461932185,193,586,32.93515358361775,289,459,62.96296296296296,312,637,355,368,187,93,552,637,1434,194,544,442,620,270,739,356,383,188,94,490
Navy,1298,2015,31,12,19,697,1589,43.864065449968535,165,498,33.13253012048193,326,487,66.94045174537987,290,650,410,368,178,105,540,699,1528,225,575,394,558,279,699,422,382,182,98,504
Navy,1298,2016,32,18,14,775,1703,45.5079271873165,137,448,30.580357142857142,467,730,63.97260273972603,347,790,427,421,181,121,635,690,1664,245,694,463,656,295,715,397,429,188,96,647
Navy,1298,2017,31,15,16,709,1689,41.97750148016578,198,647,30.602782071097373,386,606,63.696369636963695,410,680,415,441,220,64,578,692,1511,218,609,406,588,242,701,409,480,234,93,599
Navy,1298,2018,31,19,12,731,1669,43.79868184541642,192,595,32.26890756302521,435,604,72.01986754966887,328,738,417,440,196,39,543,726,1593,243,660,385,541,211,707,392,441,202,116,584
NC A&T,1299,2014,31,8,23,595,1584,37.563131313131315,163,552,29.528985507246375,645,928,69.50431034482759,380,742,281,466,141,123,723,719,1656,220,613,620,901,350,759,429,377,210,124,722
NC A&T,1299,2015,30,7,23,601,1514,39.69616908850727,150,528,28.40909090909091,383,565,67.78761061946902,339,639,279,443,149,110,556,677,1554,210,576,433,634,335,659,389,355,208,75,560
NC A&T,1299,2016,31,10,21,711,1766,40.260475651189125,194,611,31.751227495908346,466,654,71.25382262996942,343,761,320,422,156,73,696,765,1729,243,720,566,838,350,808,456,393,181,96,606
NC A&T,1299,2017,30,1,29,677,1612,41.997518610421835,183,569,32.161687170474515,366,540,67.77777777777777,326,696,324,428,130,60,587,776,1719,275,720,480,669,343,706,496,282,171,119,497
NC A&T,1299,2018,32,18,14,832,1812,45.916114790286976,196,650,30.153846153846153,492,689,71.40783744557329,308,811,476,444,185,74,576,880,1914,214,651,410,600,336,778,446,414,188,98,627
NC Central,1300,2014,31,26,5,741,1631,45.432250153280194,156,479,32.5678496868476,601,828,72.58454106280193,355,718,437,353,238,119,623,590,1556,170,561,487,705,350,647,295,486,162,134,635
NC Central,1300,2015,29,22,7,663,1426,46.493688639551195,184,522,35.24904214559387,365,535,68.22429906542057,265,691,371,353,169,107,548,529,1441,141,496,392,586,305,593,245,358,143,90,516
NC Central,1300,2016,29,10,19,683,1616,42.26485148514851,177,522,33.9080459770115,414,625,66.24,355,703,342,398,158,43,578,704,1616,207,607,428,614,318,692,383,361,153,115,548
NC Central,1300,2017,30,22,8,783,1724,45.417633410672856,219,658,33.28267477203647,415,599,69.2821368948247,331,802,409,367,176,98,515,711,1781,185,635,310,491,368,705,312,401,143,79,538
NC Central,1300,2018,31,16,15,811,1764,45.9750566893424,185,557,33.21364452423698,375,550,68.18181818181819,345,790,460,439,145,106,604,760,1792,226,683,446,616,334,714,412,350,155,91,498
NC State,1301,2014,34,21,13,893,1947,45.86543400102722,152,502,30.278884462151396,469,709,66.14950634696756,406,761,440,354,162,135,636,797,1878,185,579,583,809,433,761,383,392,195,120,660
NC State,1301,2015,33,20,13,820,1875,43.733333333333334,219,607,36.07907742998353,464,679,68.33578792341679,400,849,383,347,131,175,582,757,1877,195,588,450,640,370,770,390,331,176,128,636
NC State,1301,2016,33,16,17,866,1999,43.321660830415205,207,595,34.78991596638655,543,777,69.88416988416988,457,849,383,366,149,141,558,883,2016,275,735,415,598,371,802,469,341,206,136,680
NC State,1301,2017,32,15,17,888,1898,46.78609062170706,226,635,35.59055118110236,481,687,70.01455604075691,329,832,458,428,162,140,585,918,2039,268,725,443,619,380,776,450,361,208,93,577
NC State,1301,2018,32,21,11,937,1993,47.01455092824887,252,677,37.22304283604136,473,676,69.97041420118343,390,752,517,390,240,122,581,880,1894,192,608,431,618,353,770,445,480,199,129,577
NE Omaha,1303,2014,27,13,14,721,1642,43.90986601705237,189,553,34.177215189873415,502,652,76.99386503067484,281,632,398,341,207,66,522,740,1588,162,472,437,604,295,694,376,419,172,110,530
NE Omaha,1303,2015,28,11,17,733,1662,44.103489771359804,173,523,33.07839388145315,493,708,69.63276836158192,310,663,332,380,223,88,571,761,1623,209,556,458,631,269,708,432,421,179,105,604
NE Omaha,1303,2016,29,16,13,848,1793,47.295036252091464,167,507,32.938856015779095,569,762,74.67191601049869,290,705,406,378,271,84,598,827,1783,215,609,501,665,328,749,400,457,182,113,635
NE Omaha,1303,2017,31,17,14,855,1903,44.92905937992643,281,731,38.44049247606019,582,772,75.38860103626943,330,779,421,435,250,98,602,918,1962,283,765,489,662,355,811,478,458,209,123,661
NE Omaha,1303,2018,29,7,22,797,1781,44.75014037057833,234,653,35.83460949464012,346,486,71.19341563786008,259,692,368,385,153,78,475,905,1856,260,677,400,523,306,780,437,336,176,115,478
Nebraska,1304,2014,31,19,12,696,1630,42.69938650306749,184,543,33.88581952117864,501,697,71.87948350071736,273,761,297,338,213,92,629,679,1616,184,577,469,696,310,774,345,385,161,99,586
Nebraska,1304,2015,31,13,18,664,1613,41.165530068195906,161,566,28.445229681978798,416,588,70.74829931972789,277,745,315,389,192,90,581,657,1627,208,622,435,627,323,762,324,415,182,96,562
Nebraska,1304,2016,34,16,18,883,1976,44.68623481781376,220,634,34.70031545741325,470,644,72.98136645962732,377,821,397,401,250,112,657,799,1823,227,620,520,723,321,809,428,454,180,127,619
Nebraska,1304,2017,30,11,19,767,1854,41.370010787486514,171,537,31.843575418994412,393,556,70.68345323741008,399,743,338,394,208,109,563,791,1750,237,583,407,583,317,786,404,408,188,148,551
Nebraska,1304,2018,32,22,10,797,1841,43.291689299293864,226,648,34.876543209876544,507,707,71.7114568599717,345,816,436,357,194,179,548,832,1968,186,579,349,519,414,796,395,401,166,113,618
Nevada,1305,2014,32,15,17,796,1835,43.37874659400545,214,634,33.753943217665615,510,700,72.85714285714286,352,761,347,333,160,144,604,796,1814,223,666,549,734,353,778,448,341,156,105,591
Nevada,1305,2015,29,7,22,592,1571,37.68300445576066,99,383,25.848563968668408,441,624,70.67307692307692,424,702,270,405,156,120,565,661,1581,182,534,426,643,328,642,371,290,176,129,518
Nevada,1305,2016,30,17,13,737,1832,40.2292576419214,141,527,26.755218216318784,541,742,72.911051212938,367,838,340,393,211,164,645,720,1806,198,627,522,770,364,829,390,396,179,96,603
Nevada,1305,2017,34,28,6,907,2017,44.96777392166584,312,811,38.47102342786683,593,843,70.34400948991696,376,947,546,379,180,148,567,890,2095,228,742,404,589,337,854,461,384,190,75,711
Nevada,1305,2018,34,27,7,963,2056,46.83852140077821,330,830,39.75903614457831,569,762,74.67191601049869,322,903,559,338,213,139,587,887,2063,254,814,450,634,370,859,440,442,154,97,665
New Hampshire,1306,2014,29,5,24,551,1493,36.905559276624246,204,620,32.903225806451616,335,482,69.50207468879668,277,697,277,376,116,92,561,621,1504,161,514,472,659,287,738,319,311,177,83,489
New Hampshire,1306,2015,29,17,12,653,1529,42.70765206017005,210,565,37.16814159292036,375,556,67.44604316546763,267,778,330,360,142,64,560,612,1509,152,494,432,628,238,707,247,326,165,65,517
New Hampshire,1306,2016,29,17,12,688,1678,41.00119189511323,187,578,32.35294117647059,458,629,72.81399046104929,323,773,327,329,115,48,532,722,1627,211,592,398,567,215,765,305,308,145,106,572
New Hampshire,1306,2017,29,17,12,693,1605,43.177570093457945,227,664,34.18674698795181,395,547,72.21206581352834,273,804,342,358,109,54,465,736,1675,198,602,312,490,223,732,333,286,180,89,518
New Hampshire,1306,2018,29,8,21,647,1650,39.21212121212121,233,715,32.58741258741259,370,503,73.558648111332,305,768,333,334,86,49,530,687,1552,201,591,440,643,209,766,291,263,165,83,513
New Mexico,1307,2014,33,27,6,828,1799,46.02556976097832,193,572,33.74125874125874,614,845,72.66272189349112,351,908,510,350,160,170,559,757,1946,235,684,441,608,363,718,378,328,187,94,683
New Mexico,1307,2015,31,15,16,686,1589,43.17180616740088,148,481,30.76923076923077,401,609,65.8456486042693,331,750,398,392,178,139,538,643,1601,210,668,370,526,268,665,384,361,188,103,559
New Mexico,1307,2016,32,17,15,829,1782,46.52076318742986,196,540,36.2962962962963,578,783,73.81864623243933,310,863,461,489,180,130,659,807,1919,247,761,487,711,345,708,453,393,249,130,680
New Mexico,1307,2017,31,17,14,778,1693,45.95392793857059,145,444,32.65765765765766,582,780,74.61538461538461,274,797,419,403,189,109,615,766,1771,261,708,460,667,307,742,436,416,233,102,650
New Mexico,1307,2018,33,18,15,884,1980,44.64646464646464,349,940,37.12765957446808,531,686,77.40524781341108,304,724,499,404,229,90,676,905,1855,222,582,533,742,325,862,445,529,188,113,664
New Mexico St,1308,2014,34,25,9,877,1802,48.66814650388457,175,483,36.231884057971016,677,987,68.59169199594731,409,859,442,430,158,211,583,821,2024,154,465,499,683,426,669,326,370,187,81,768
New Mexico St,1308,2015,31,21,10,731,1576,46.38324873096447,145,398,36.4321608040201,500,707,70.72135785007072,382,704,365,430,196,113,500,687,1621,112,381,366,527,312,581,342,403,167,68,595
New Mexico St,1308,2016,31,21,10,799,1737,45.99884858952216,159,490,32.44897959183673,445,660,67.42424242424242,381,899,432,431,130,150,498,715,1825,192,571,350,524,306,674,336,340,170,65,644
New Mexico St,1308,2017,30,25,5,785,1697,46.258102533883324,222,664,33.433734939759034,531,749,70.89452603471295,374,793,440,412,146,105,558,730,1719,171,568,411,607,313,665,324,402,158,55,656
New Mexico St,1308,2018,30,25,5,846,1853,45.65569347004857,229,674,33.97626112759644,347,540,64.25925925925925,378,852,413,368,166,90,545,670,1685,193,626,409,567,252,725,277,405,141,76,534
New Orleans,1309,2014,24,9,15,544,1295,42.00772200772201,121,368,32.880434782608695,467,671,69.59761549925484,298,556,270,405,145,70,510,670,1397,147,404,417,594,275,576,381,342,212,112,540
New Orleans,1309,2015,26,8,18,607,1424,42.62640449438202,111,327,33.944954128440365,459,654,70.18348623853211,328,564,240,400,181,80,538,681,1394,165,436,400,613,276,591,345,382,196,122,562
New Orleans,1309,2016,27,7,20,674,1650,40.84848484848485,139,428,32.47663551401869,491,713,68.86395511921458,378,627,353,394,207,71,580,721,1561,211,571,488,672,316,708,409,427,208,133,599
New Orleans,1309,2017,28,17,11,698,1512,46.164021164021165,118,379,31.13456464379947,467,658,70.9726443768997,334,649,422,464,207,84,493,693,1568,179,574,379,548,316,589,353,436,239,102,594
New Orleans,1309,2018,28,12,16,662,1506,43.95750332005312,131,377,34.748010610079575,428,636,67.29559748427673,319,619,384,428,197,91,537,700,1494,184,493,397,570,281,644,380,429,200,105,561
Niagara,1310,2014,33,7,26,836,1949,42.89379168804515,166,554,29.96389891696751,646,947,68.21541710665258,409,723,330,450,230,71,784,909,1870,228,593,663,946,381,866,497,493,194,141,740
Niagara,1310,2015,30,8,22,643,1609,39.962709757613425,184,524,35.11450381679389,460,662,69.48640483383686,343,673,338,408,172,69,559,762,1618,215,568,415,588,282,729,443,358,191,126,574
Niagara,1310,2016,32,7,25,735,1820,40.38461538461539,166,589,28.183361629881155,431,620,69.51612903225806,384,783,347,461,165,103,626,788,1854,240,673,488,658,356,788,460,370,195,134,572
Niagara,1310,2017,33,10,23,846,2035,41.57248157248157,244,667,36.58170914542729,512,683,74.96339677891655,389,872,416,428,172,152,604,921,2090,268,733,469,643,386,885,509,383,195,135,635
Niagara,1310,2018,32,19,13,918,2050,44.78048780487805,269,737,36.49932157394844,578,793,72.88776796973518,382,863,386,360,161,141,570,975,2122,282,738,454,640,383,850,521,373,159,115,648
Nicholls St,1311,2014,28,13,15,671,1521,44.11571334648258,172,565,30.442477876106196,385,601,64.05990016638935,273,601,366,344,159,79,669,656,1401,136,404,604,851,273,696,322,362,168,84,545
Nicholls St,1311,2015,26,7,19,574,1343,42.74013402829486,138,443,31.151241534988714,358,569,62.91739894551846,270,585,324,448,178,106,580,622,1404,160,448,514,712,308,627,310,365,224,92,522
Nicholls St,1311,2016,31,8,23,702,1696,41.39150943396226,195,632,30.854430379746834,450,685,65.69343065693431,281,742,381,490,202,149,631,835,1854,213,593,521,736,391,845,449,405,255,119,628
Nicholls St,1311,2017,27,10,17,659,1565,42.108626198083066,232,693,33.477633477633475,414,561,73.79679144385027,266,595,365,399,190,160,513,795,1651,245,588,381,553,359,726,475,399,169,107,513
Nicholls St,1311,2018,28,17,11,777,1701,45.67901234567901,210,603,34.82587064676617,458,634,72.2397476340694,311,716,379,433,251,103,635,732,1643,184,540,509,743,316,709,372,449,194,113,534
NJIT,1312,2014,25,9,16,578,1384,41.76300578034682,175,490,35.714285714285715,386,537,71.88081936685289,229,588,302,322,157,75,525,600,1376,185,543,458,654,286,647,343,325,155,124,485
NJIT,1312,2015,25,14,11,580,1303,44.51266308518803,206,546,37.72893772893773,345,502,68.72509960159363,229,583,358,359,164,118,508,544,1345,152,457,454,606,290,572,275,323,178,80,469
NJIT,1312,2016,30,16,14,771,1745,44.183381088825215,253,737,34.32835820895522,455,613,74.22512234910278,285,752,468,390,199,64,600,781,1761,260,733,428,655,342,758,456,410,179,116,582
NJIT,1312,2017,29,9,20,713,1704,41.84272300469483,236,706,33.42776203966006,399,567,70.37037037037037,324,693,355,406,182,76,566,781,1637,246,640,424,595,233,737,428,378,185,85,554
NJIT,1312,2018,28,12,16,725,1666,43.51740696278512,211,597,35.34338358458962,372,548,67.88321167883211,307,663,360,367,221,79,524,750,1598,195,528,386,538,265,717,359,403,166,125,486
Norfolk St,1313,2014,30,16,14,734,1625,45.16923076923077,161,470,34.255319148936174,433,629,68.83942766295708,368,664,393,394,187,113,586,682,1590,209,605,505,711,336,634,366,379,174,103,541
Norfolk St,1313,2015,31,18,13,756,1626,46.494464944649444,164,486,33.74485596707819,465,706,65.86402266288952,337,777,397,425,150,159,627,703,1714,227,676,448,683,347,638,380,376,176,107,599
Norfolk St,1313,2016,31,15,16,743,1746,42.554410080183274,230,650,35.38461538461539,575,736,78.125,342,720,380,378,177,157,660,748,1745,245,654,544,754,371,719,439,413,130,115,612
Norfolk St,1313,2017,31,15,16,744,1784,41.70403587443946,197,600,32.833333333333336,456,672,67.85714285714286,337,857,334,451,157,163,645,762,1864,247,719,473,719,357,798,436,371,186,123,600
Norfolk St,1313,2018,30,13,17,768,1789,42.92901062045836,231,624,37.01923076923077,373,560,66.60714285714286,354,767,404,455,181,96,643,719,1702,265,742,521,734,326,765,436,436,160,105,535
North Carolina,1314,2014,32,23,9,887,1916,46.29436325678497,134,399,33.583959899749374,534,854,62.52927400468384,450,822,498,385,234,153,650,753,1830,195,623,509,765,375,741,346,438,192,127,686
North Carolina,1314,2015,35,24,11,1019,2144,47.52798507462686,167,484,34.50413223140496,522,746,69.97319034852546,488,948,621,444,233,154,675,818,2056,227,763,531,773,416,734,427,435,234,142,636
North Carolina,1314,2016,34,28,6,1047,2187,47.87379972565158,183,583,31.389365351629504,520,705,73.75886524822695,477,916,616,371,234,149,609,839,2047,262,728,425,608,389,723,383,447,196,105,619
North Carolina,1314,2017,33,26,7,1018,2175,46.804597701149426,239,652,36.65644171779141,508,719,70.65368567454799,520,907,601,392,224,106,591,817,1955,264,771,442,614,304,719,386,447,208,154,637
North Carolina,1314,2018,35,25,10,1048,2279,45.98508117595436,290,796,36.4321608040201,483,652,74.079754601227,492,995,638,421,198,149,550,918,2173,340,888,383,561,349,788,510,406,214,166,627
North Dakota,1315,2014,31,15,16,787,1746,45.07445589919817,176,553,31.82640144665461,513,743,69.04441453566622,338,616,370,348,249,79,631,806,1600,157,413,576,777,289,748,361,442,162,100,622
North Dakota,1315,2015,28,6,22,655,1525,42.950819672131146,168,508,33.07086614173228,400,588,68.02721088435374,242,645,329,344,166,83,601,732,1544,177,459,473,652,265,737,380,350,187,100,527
North Dakota,1315,2016,29,14,15,754,1667,45.23095380923815,179,491,36.45621181262729,444,651,68.20276497695852,246,792,375,385,219,75,623,730,1654,225,653,406,647,275,783,392,418,184,86,589
North Dakota,1315,2017,28,19,9,785,1649,47.60460885385082,191,497,38.43058350100603,442,604,73.17880794701986,251,732,413,386,214,79,600,727,1630,185,532,441,643,285,707,325,414,188,69,571
North Dakota,1315,2018,30,10,20,798,1756,45.44419134396355,224,639,35.0547730829421,446,623,71.58908507223114,206,701,376,391,233,51,573,896,1804,241,634,456,614,294,837,425,442,216,74,580
North Florida,1316,2014,30,14,16,719,1665,43.18318318318318,208,587,35.43441226575809,473,675,70.07407407407408,363,732,358,453,151,112,563,805,1739,173,477,462,699,330,704,362,321,244,119,589
North Florida,1316,2015,31,20,11,769,1688,45.556872037914694,270,711,37.9746835443038,484,665,72.78195488721805,295,767,416,378,189,122,514,781,1795,156,496,406,600,361,723,366,382,195,84,578
North Florida,1316,2016,30,19,11,879,1826,48.13800657174151,363,885,41.016949152542374,381,527,72.29601518026566,250,759,483,320,143,146,498,931,1979,174,517,359,537,386,778,451,310,173,77,531
North Florida,1316,2017,30,11,19,775,1761,44.00908574673481,255,734,34.741144414168936,399,615,64.8780487804878,366,750,361,482,153,111,568,860,1848,229,626,439,647,349,733,477,361,246,110,553
North Florida,1316,2018,30,11,19,838,1853,45.223961144090666,310,826,37.530266343825666,392,512,76.5625,271,752,431,437,147,109,458,1042,2136,217,613,367,502,407,813,554,309,252,108,493
North Texas,1317,2014,30,14,16,719,1712,41.99766355140187,154,450,34.22222222222222,483,707,68.31683168316832,326,756,303,381,195,107,601,746,1715,185,521,492,729,332,792,340,370,173,114,557
North Texas,1317,2015,29,12,17,663,1564,42.391304347826086,141,471,29.936305732484076,396,625,63.36,319,692,281,390,193,93,517,679,1598,219,641,409,610,342,708,351,395,199,101,528
North Texas,1317,2016,30,10,20,753,1699,44.320188346085935,170,528,32.196969696969695,488,750,65.06666666666666,335,717,324,416,192,90,638,815,1734,216,597,516,737,325,769,407,367,210,111,629
North Texas,1317,2017,28,6,22,688,1638,42.002442002442,173,546,31.684981684981686,368,571,64.44833625218914,277,705,313,367,186,81,532,739,1680,217,628,441,587,319,772,393,356,187,104,500
North Texas,1317,2018,30,13,17,765,1746,43.81443298969072,228,657,34.70319634703196,367,571,64.27320490367777,335,778,361,408,139,80,582,737,1680,190,585,484,678,275,757,330,371,185,132,553
Northeastern,1318,2014,32,11,21,734,1692,43.3806146572104,156,481,32.432432432432435,485,752,64.49468085106383,361,756,371,420,173,110,553,798,1767,200,539,403,590,319,743,376,358,214,149,637
Northeastern,1318,2015,34,23,11,811,1670,48.56287425149701,200,515,38.83495145631068,510,703,72.54623044096728,284,843,485,467,181,129,484,848,1905,191,555,323,470,289,674,418,342,240,114,630
Northeastern,1318,2016,32,17,15,760,1741,43.65307294658243,279,749,37.249666221628836,486,673,72.21396731054978,279,787,468,396,182,103,527,861,1873,213,628,342,523,319,798,467,375,181,106,608
Northeastern,1318,2017,31,15,16,767,1682,45.60047562425684,267,728,36.675824175824175,433,636,68.08176100628931,264,775,414,390,170,112,522,806,1773,235,646,383,550,286,765,424,359,180,111,572
Northeastern,1318,2018,32,22,10,830,1715,48.39650145772595,290,778,37.275064267352185,439,602,72.92358803986711,247,791,506,436,209,79,564,813,1801,153,510,442,594,272,728,336,394,194,81,572
Northern Arizona,1319,2014,31,14,17,746,1658,44.993968636911944,163,466,34.97854077253219,406,569,71.35325131810194,329,683,325,390,190,123,551,729,1582,220,549,452,635,266,665,372,366,181,87,524
Northern Arizona,1319,2015,32,18,14,726,1803,40.26622296173045,224,631,35.49920760697306,499,670,74.4776119402985,409,782,390,380,153,125,610,743,1692,188,568,489,686,282,760,349,363,172,118,589
Northern Arizona,1319,2016,28,3,25,635,1626,39.05289052890529,201,602,33.388704318936874,412,587,70.18739352640546,241,676,333,367,176,49,532,821,1686,254,636,420,578,284,838,441,356,179,100,521
Northern Arizona,1319,2017,31,8,23,741,1832,40.44759825327511,229,722,31.717451523545705,415,609,68.14449917898193,371,801,427,450,137,58,572,854,1847,245,723,420,606,294,815,448,368,210,100,606
Northern Arizona,1319,2018,30,4,26,649,1630,39.8159509202454,167,547,30.53016453382084,486,694,70.02881844380403,296,699,286,468,166,96,597,805,1712,283,719,467,634,293,798,458,404,220,106,610
Northern Iowa,1320,2014,30,15,15,731,1630,44.84662576687116,255,710,35.91549295774648,453,627,72.2488038277512,259,717,417,319,167,88,545,724,1625,212,582,437,606,278,741,334,338,178,88,582
Northern Iowa,1320,2015,33,30,3,735,1522,48.29172141918528,242,608,39.80263157894737,445,613,72.59380097879283,238,779,394,346,196,82,474,641,1639,197,625,313,438,287,652,307,372,163,76,613
Northern Iowa,1320,2016,33,21,12,771,1697,45.43311726576311,267,718,37.1866295264624,420,557,75.40394973070018,177,803,391,320,191,87,506,768,1816,230,706,310,429,301,827,402,395,154,89,604
Northern Iowa,1320,2017,29,13,16,592,1502,39.41411451398136,219,678,32.30088495575221,377,513,73.48927875243665,174,670,281,329,186,82,453,682,1570,224,608,306,409,265,809,357,397,170,65,537
Northern Iowa,1320,2018,30,14,16,667,1594,41.8444165621079,212,632,33.54430379746835,358,499,71.7434869739479,247,767,322,336,146,72,459,690,1611,225,608,295,412,217,761,334,325,182,103,528
Northwestern,1321,2014,33,14,19,665,1679,39.60690887432996,217,708,30.649717514124294,417,596,69.96644295302013,249,825,364,360,142,120,609,735,1788,171,542,450,680,364,860,410,341,202,135,601
Northwestern,1321,2015,32,15,17,727,1669,43.55901737567406,228,635,35.90551181102362,349,477,73.16561844863732,277,775,460,357,118,126,573,724,1740,237,629,381,571,347,726,431,305,167,81,480
Northwestern,1321,2016,32,20,12,837,1860,45.0,278,776,35.824742268041234,352,528,66.66666666666667,342,824,527,331,124,121,605,716,1784,227,658,452,625,325,778,448,345,157,97,545
Northwestern,1321,2017,34,23,11,860,1973,43.58844399391789,241,707,34.08769448373409,456,607,75.12355848434926,366,865,519,358,171,170,647,770,1911,220,657,452,678,383,819,409,405,191,127,606
Northwestern,1321,2018,31,14,17,746,1754,42.53135689851767,244,689,35.41364296081277,382,511,74.75538160469668,308,712,426,363,149,131,583,714,1621,224,619,427,600,273,740,429,386,186,104,522
Northwestern LA,1322,2014,29,15,14,879,1879,46.780202235231506,169,497,34.00402414486921,551,747,73.76171352074967,362,725,479,383,235,145,597,850,1840,217,600,530,789,409,749,473,451,189,106,609
Northwestern LA,1322,2015,27,15,12,791,1706,46.36576787807737,224,612,36.60130718954248,457,610,74.91803278688525,302,607,413,322,194,118,521,809,1691,204,519,443,641,392,696,432,402,154,99,538
Northwestern LA,1322,2016,24,5,19,639,1444,44.25207756232687,172,502,34.26294820717131,394,509,77.40667976424362,236,533,357,351,151,73,481,756,1539,183,493,391,555,335,629,431,336,205,81,475
Northwestern LA,1322,2017,25,9,16,634,1441,43.99722414989591,177,486,36.41975308641975,411,591,69.54314720812182,269,598,342,383,163,63,496,710,1493,190,503,395,588,286,639,422,352,177,84,523
Northwestern LA,1322,2018,25,2,23,582,1431,40.670859538784065,103,364,28.296703296703296,278,475,58.526315789473685,311,553,220,440,150,102,492,690,1450,188,505,398,582,291,649,397,341,221,98,439
Notre Dame,1323,2014,32,15,17,839,1842,45.54831704668838,228,637,35.79277864992151,397,553,71.79023508137432,344,737,484,331,187,97,518,802,1780,225,584,429,571,318,726,457,351,190,114,509
Notre Dame,1323,2015,34,29,5,945,1853,50.99838100377766,281,716,39.245810055865924,509,688,73.98255813953489,283,831,514,319,234,121,483,847,1984,213,647,325,463,384,725,433,384,176,76,577
Notre Dame,1323,2016,32,21,11,869,1844,47.12581344902386,235,637,36.891679748822604,450,612,73.52941176470588,349,805,431,311,179,125,496,821,1918,246,655,371,515,367,715,428,311,167,99,554
Notre Dame,1323,2017,34,25,9,937,2033,46.08952287260207,320,830,38.55421686746988,458,573,79.93019197207678,317,831,544,321,244,128,505,865,2005,233,691,390,534,373,838,438,435,179,136,545
Notre Dame,1323,2018,33,19,14,861,1940,44.381443298969074,280,769,36.4109232769831,466,614,75.8957654723127,348,843,474,326,190,115,427,853,1970,264,736,309,440,336,783,473,366,168,125,522
Oakland,1324,2014,31,11,20,765,1787,42.80917739227756,264,722,36.56509695290859,488,674,72.40356083086053,280,677,483,348,215,53,623,830,1686,264,671,513,724,296,841,511,426,178,112,585
Oakland,1324,2015,30,14,16,760,1673,45.427375971309026,229,637,35.949764521193096,443,646,68.57585139318886,310,694,448,382,170,54,532,812,1734,214,596,427,604,310,717,462,326,235,90,569
Oakland,1324,2016,32,21,11,920,2006,45.86241276171486,284,718,39.55431754874652,638,831,76.77496991576415,374,895,500,371,190,113,614,898,2069,257,732,472,668,370,797,493,393,170,101,669
Oakland,1324,2017,30,22,8,817,1803,45.31336661120355,208,634,32.80757097791798,527,691,76.26628075253257,307,853,501,412,236,150,528,782,1916,195,613,380,548,355,754,384,431,195,93,601
Oakland,1324,2018,33,19,14,884,1966,44.96439471007121,275,782,35.16624040920716,537,697,77.04447632711621,327,876,553,435,200,170,540,931,2067,237,635,417,575,349,837,483,405,246,141,619
Ohio,1325,2014,33,22,11,830,1821,45.57935200439319,244,700,34.857142857142854,448,627,71.45135566188198,318,833,485,426,214,140,647,748,1806,175,558,544,775,369,775,367,411,222,88,576
Ohio,1325,2015,30,10,20,727,1678,43.3253873659118,217,637,34.065934065934066,357,486,73.45679012345678,267,755,341,382,154,128,512,764,1775,221,615,417,571,331,764,356,313,188,85,491
Ohio,1325,2016,31,20,11,832,1767,47.08545557441992,262,678,38.64306784660767,489,657,74.42922374429224,266,833,435,374,136,115,576,809,1849,226,618,470,649,297,761,369,325,186,87,601
Ohio,1325,2017,30,19,11,810,1783,45.42905215928211,276,715,38.6013986013986,414,601,68.88519134775375,275,835,397,377,173,84,539,750,1810,210,656,406,592,321,798,330,392,174,86,590
Ohio,1325,2018,30,13,17,813,1830,44.42622950819672,239,643,37.16951788491446,404,565,71.50442477876106,250,831,433,406,202,100,494,815,1876,241,742,424,564,300,862,375,407,185,109,539
Ohio St,1326,2014,34,25,9,819,1825,44.87671232876713,197,605,32.56198347107438,538,781,68.88604353393086,343,816,409,380,260,153,561,739,1824,170,578,384,541,350,799,321,489,134,105,663
Ohio St,1326,2015,33,23,10,916,1886,48.568398727465535,225,605,37.1900826446281,445,656,67.83536585365853,372,811,509,373,257,168,529,744,1834,221,694,350,502,370,718,426,484,166,94,593
Ohio St,1326,2016,33,20,13,830,1869,44.4087747458534,208,612,33.98692810457516,456,679,67.15758468335788,350,890,379,426,183,179,585,787,1943,242,709,428,596,359,819,403,394,162,73,633
Ohio St,1326,2017,32,17,15,827,1786,46.304591265397534,211,592,35.641891891891895,464,680,68.23529411764706,324,868,434,423,166,121,562,791,1902,278,780,372,560,351,768,417,386,158,98,615
Ohio St,1326,2018,32,24,8,894,1842,48.534201954397396,216,612,35.294117647058826,422,581,72.63339070567986,311,861,472,378,193,128,558,756,1823,250,722,372,529,285,716,382,392,166,84,561
Oklahoma,1328,2014,32,23,9,884,1962,45.05606523955148,273,722,37.81163434903047,588,784,75.0,380,825,469,366,219,105,609,837,1925,230,676,524,739,363,797,400,411,190,106,669
Oklahoma,1328,2015,32,22,10,818,1874,43.64994663820704,216,629,34.34022257551669,450,612,73.52941176470588,351,868,400,388,221,161,525,727,1888,197,637,357,546,399,785,356,443,209,127,573
